timestamp,run_id,clients_requested,clients_ready,duration_s,rate_per_client,pacing_mode,sent,response_ok,success_rate,ok_qps,p50_ms,p95_ms,p99_ms,timeout,server_error,push_recv,fanout_sent,fanout_dropped,push_delivery_ratio,queue_wait_p95_ms,persist_p95_ms,server_cpu_pct,server_rss_peak_kb
2026-07-17 15:32:24,25100-1784273450460,100,100,60,2.0,staggered,12000,12000,1.0,200.0,3.786201,5.36411535,11.260080240000002,0,0,1188000,1188000,0,1.0,0.092,3.4500499999999996,30.65,16108
2026-07-17 15:35:17,25529-1784273624414,100,100,60,3.0,staggered,18000,18000,1.0,300.0,3.9579125,19.348866649999998,35.066255529999886,0,0,1782000,1782000,0,1.0,14.20109999999997,3.717,44.21666666666667,16364
2026-07-17 15:36:56,25919-1784273722896,100,100,60,3.5,staggered,21000,21000,1.0,350.0,3.7271655,22.88194029999999,36.19386355999999,0,0,2079000,2079000,0,1.0,18.464149999999997,3.0760499999999995,47.43333333333333,16364
2026-07-17 15:38:34,26322-1784273821379,100,100,60,4.0,staggered,24000,24000,1.0,400.0,4.5363620000000004,61.29378664999989,140.06401074999965,0,0,2376000,2376000,0,1.0,57.316449999999975,3.066,52.31666666666667,16492
2026-07-17 15:40:13,26719-1784273919836,100,100,60,4.2,staggered,25200,25200,1.0,420.0,402.427896,995.9838988500001,1036.812416,0,0,2494800,2494800,0,1.0,992.0463,3.057,54.65,16876
2026-07-17 15:41:51,27113-1784274018297,100,100,60,4.5,staggered,27000,25385,0.9401851851851852,423.0833333333333,2071.370287,2756.2433438000003,2866.83470324,0,1615,2513115,2513115,0,1.0,2751.9622,3.2358,56.53333333333334,17772
2026-07-17 15:43:30,27503-1784274116777,100,100,60,5.0,staggered,30000,23016,0.7672,383.6,2682.2015045,2922.9912105000003,3052.9789290500003,0,6984,2278584,2278584,0,1.0,2918.26275,3.57125,57.4,17772
2026-07-17 15:55:10,28029-1784274276584,100,100,600,3.0,staggered,180000,180000,1.0,300.0,3.5682375,12.078677949999996,23.11507506000003,0,0,17820000,17820000,0,1.0,7.092099999999976,3.126,41.77,17900
