timestamp,clients,total_qps,group_ratio,group_ok,group_success,group_p95_ms,group_push_ratio,dm_ok,dm_success,dm_p95_ms,dm_push_ratio,unexpected_close,server_cpu_pct,server_rss_peak_kb,server_fd_peak,passed
2026-07-17 20:12:24,1000,100.0,0.5,5896,1.0,6.68848275,1.0,6104,1.0,10.149764799999975,1.0,0,11.231984048854251,18816,1038,1
2026-07-17 20:15:54,1000,150.0,0.5,9066,1.0,24.799905,1.0,8934,1.0,20.63102980000002,1.0002238638907543,0,16.363561535828858,18944,1038,1
2026-07-17 20:19:24,1000,200.0,0.5,11974,1.0,33.62643910000004,1.000167028561884,12026,1.0,24.707921,1.0,0,20.053177556680573,18944,1038,1
2026-07-17 20:22:54,1000,250.0,0.5,15046,1.0,266.7709775,1.0003323142363418,14954,1.0,136.86440879999995,1.0001337434800053,0,23.89529843921883,19584,1038,1
2026-07-17 20:26:24,1000,300.0,0.5,8722,0.48647442690612974,14495.104654999997,2.1270350836964,16296,0.9017763267113054,13918.0885515,1.1283136966126657,0,28.443021860345663,33792,1038,0
